종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"329670","KODEX TRF7030","11440","-55","-0.48","11385.52","11435","11440","11380","1038","11850130","11440000000","11385523229","1000000","FnGuide TRF 7030 지수","1557.21","-4.10","-0.26"
"352540","KODEX TSE일본리츠(H)","10985","60","0.55","10944.50","10860","10985","10860","176","1921860","8788000000","8755596928","800000","Tokyo Stock Exchange REIT Index","1783.90","11.24","0.63"
"315930","KODEX Top5PlusTR","17535","370","2.16","17520.98","17115","17535","17025","15012","259871455","259518000000","259310521363","14800000","FnGuide TOP 5 Plus Total Return 지수","1759.33","36.75","2.13"
"261220","KODEX WTI원유선물(H)","7260","25","0.35","7242.50","7245","7290","7240","1141158","8297570260","440863500000","430385319546","60725000","S&P GSCI Crude Oil Index ER","71.75","0.59","0.83"
"271050","KODEX WTI원유선물인버스(H)","13260","-80","-0.60","13329.59","13310","13310","13220","11556","153187975","4972500000","4998595470","375000","S&P GSCI Crude Oil Index ER","71.75","0.59","0.83"
"117700","KODEX 건설","2860","45","1.60","2862.74","2815","2870","2800","451113","1286349350","27742000000","27768582066","9700000","KRX 건설","570.29","10.61","1.90"
"300950","KODEX 게임산업","13240","180","1.38","13287.46","13150","13295","13125","28099","371231000","11916000000","11958710932","900000","FnGuide 게임 산업 지수","1612.76","18.78","1.18"
"266390","KODEX 경기소비재","11310","165","1.48","11311.06","11185","11320","11025","13924","154750600","6786000000","6786635155","600000","KRX 경기소비재","1293.74","19.26","1.51"
"279530","KODEX 고배당","8655","-15","-0.17","8685.51","8670","8670","8615","40937","353587190","29427000000","29530735345","3400000","FnGuide 고배당 Plus 지수","12770.05","-14.38","-0.11"
"132030","KODEX 골드선물(H)","12925","20","0.15","12901.23","12900","12950","12885","219271","2832668225","240405000000","238672784786","18600000","S&P GSCI Gold Index(TR)","963.89","5.35","0.56"
"280940","KODEX 골드선물인버스(H)","6980","15","0.22","7004.82","6985","6985","6955","811","5652875","3490000000","3502409724","500000","S&P GSCI GOLD Index Excess Return","140.84","0.78","0.56"
"138910","KODEX 구리선물(H)","6675","40","0.60","6606.25","6610","6675","6590","26122","173284075","15352500000","15194367181","2300000","S&P GSCI North American Copper Index(TR)","478.79","-0.88","-0.18"
"114260","KODEX 국고채3년","58055","-15","-0.03","58064.83","58075","58075","58010","9532","553207690","80115900000","80129468165","1380000","MKF 국고채지수(총수익)","187.62","0.00","0.00"
"152380","KODEX 국채선물10년","70915","-100","-0.14","70848.62","71000","71030","70805","18668","1322747745","15743130000","15728394699","222000","10년국채선물지수","1362.09","-3.05","-0.22"
"176950","KODEX 국채선물10년인버스","46270","135","0.29","46257.03","46310","46310","46250","251","11611750","113268960000","113237214748","2448000","10년국채선물지수","1362.09","-3.05","-0.22"
"292770","KODEX 국채선물3년인버스","49650","15","0.03","49662.76","0","0","0","0","0","5064300000","5065601692","102000","국채선물지수","1270.13","-0.23","-0.02"
"276990","KODEX 글로벌4차산업로보틱스(합성)","15785","-95","-0.60","15656.16","15745","15810","15665","15935","251096680","13417250000","13307732288","850000","ROBO Global Robotics & Automation UCITS Price Return Index","987.66","7.20","0.73"
"102960","KODEX 기계장비","4840","45","0.94","4853.12","4795","4840","4750","26798","129105030","8518400000","8541482990","1760000","KRX 기계장비","515.63","5.26","1.03"
"352560","KODEX 다우존스미국리츠(H)","11290","-105","-0.92","11260.85","11290","11290","11240","1871","21121435","9032000000","9008678660","800000","Dow Jones U.S. Real Estate PR Index","332.33","1.02","0.31"
"273140","KODEX 단기변동금리부채권액티브","102305","5","0.00","102299.21","0","0","0","0","0","116730005000","116723397570","1141000","KAP 단기변동금리부은행채권지수","127.34","0.01","0.01"
"153130","KODEX 단기채권","102605","-5","0.00","102609.74","102610","102610","102600","59444","6099260165","2118793250000","2095598756716","20650000","KRW Cash 지수(총수익)","153.23","0.01","0.01"
"214980","KODEX 단기채권PLUS","102840","0","0.00","102849.07","102840","102850","102835","1247664","128316015260","880104720000","880182361384","8558000","KRW Cash PLUS 지수(총수익)","146.77","0.00","0.00"
"122630","KODEX 레버리지","23555","1105","4.92","23664.61","22310","23630","22240","82665235","1898170410620","1512231000000","1443541119600","64200000","코스피 200","389.29","8.02","2.10"
"321410","KODEX 멀티에셋하이인컴(H)","10455","-105","-0.99","10494.86","10545","10545","10455","725","7630770","5227500000","5247430845","500000","Morningstar Multi-Asset High Income 10% Capped Index","1180.61","1.70","0.14"
"244620","KODEX 모멘텀Plus","12545","205","1.66","12579.03","12440","12590","12440","9319","116665585","12545000000","12579028687","1000000","FnGuide 모멘텀 Plus 지수","3977.86","63.83","1.63"
"314250","KODEX 미국FANG플러스(H)","25120","165","0.66","24910.68","24980","25140","24980","305623","7664571175","297672000000","303910248488","11850000","NYSE FANG+TM Index","6316.07","81.17","1.30"
"219480","KODEX 미국S&P500선물(H)","17885","-75","-0.42","17829.73","17845","17910","17805","46870","837583425","101944500000","102520923398","5700000","S&P 500 Futures Total Return Index","536.75","0.61","0.11"
"276970","KODEX 미국S&P고배당커버드콜(합성 H)","9535","20","0.21","9440.84","9535","9535","9485","11740","111640215","26698000000","26434350835","2800000","S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index","123.27","0.75","0.61"
"185680","KODEX 미국S&P바이오(합성)","34195","-1230","-3.47","33659.06","35190","35190","34155","15996","549561900","17952375000","17671006308","525000","S&P Biotechnology Select Industry Index","11199.00","173.14","1.57"
"200030","KODEX 미국S&P산업재(합성)","16700","-250","-1.47","16688.04","16830","16845","16690","630","10547990","8917800000","8911412306","534000","S&P Select Sector Industrial Index","887.78","5.84","0.66"
"218420","KODEX 미국S&P에너지(합성)","4880","-55","-1.11","4810.41","4980","4980","4835","56513","275526115","15342720000","15123939354","3144000","S&P Select Sector Energy Index","400.83","6.37","1.61"
"304940","KODEX 미국나스닥100선물(H)","16400","-10","-0.06","16339.34","16355","16410","16325","28280","463018515","31980000000","31861705113","1950000","NASDAQ 100","12845.36","1.87","0.01"
"261240","KODEX 미국달러선물","9620","-35","-0.36","9619.78","9655","9670","9605","404713","3894317525","57239000000","57333883613","5950000","미국달러선물지수","1138.15","-6.19","-0.54"
"261250","KODEX 미국달러선물레버리지","8565","-75","-0.87","8564.45","8645","8655","8545","201869","1730542220","34003050000","33743952331","3970000","미국달러선물지수","1138.15","-6.19","-0.54"
"261270","KODEX 미국달러선물인버스","10585","40","0.38","10603.17","10550","10600","10545","112008","1183953445","6245150000","6255871482","590000","미국달러선물지수","1138.15","-6.19","-0.54"
"261260","KODEX 미국달러선물인버스2X","10640","90","0.85","10659.24","10550","10675","10530","32587","346101790","5745600000","5755991619","540000","미국달러선물지수","1138.15","-6.19","-0.54"
"280930","KODEX 미국러셀2000(H)","12810","-280","-2.14","12741.06","12750","12835","12725","202111","2583318205","19215000000","19111595059","1500000","FTSE Russell 2000 Index","1979.99","20.63","1.05"
"308620","KODEX 미국채10년선물","11370","-40","-0.35","11374.35","11445","11445","11360","8380","95438495","11370000000","11374349211","1000000","S&P 10-Year U.S. Treasury Note Futures KRW(ER)","221.13","-1.12","-0.50"
"304660","KODEX 미국채울트라30년선물(H)","13260","25","0.19","13253.55","13245","13280","13240","16962","224893070","21216000000","21205672734","1600000","S&P Ultra T-Bond Futures Index(ER)","203.97","0.51","0.25"
"304670","KODEX 미국채울트라30년선물인버스(H)","7020","-15","-0.21","7018.39","7020","7025","7005","313","2195165","4212000000","4211036950","600000","S&P Ultra T-Bond Futures Index(ER)","203.97","0.51","0.25"
"266360","KODEX 미디어&엔터테인먼트","19410","395","2.08","19488.21","19040","19455","19015","26123","506010855","34938000000","35078775432","1800000","KRX 미디어&엔터테인먼트","2983.73","59.96","2.05"
"244580","KODEX 바이오","17080","245","1.46","17202.92","16950","17295","16805","141316","2410071630","25961600000","26148434431","1520000","FnGuide 바이오 지수","5904.57","82.50","1.42"
"091160","KODEX 반도체","33610","1010","3.10","33608.03","32600","33725","32400","226369","7522441615","89066500000","89061281286","2650000","KRX 반도체","3432.62","93.98","2.81"
"325020","KODEX 배당가치","11955","145","1.23","11958.47","11780","11955","11755","55620","661518700","167370000000","167418543705","14000000","FnGuide SLV 배당가치 지수","1389.61","16.56","1.21"
"211900","KODEX 배당성장","13755","170","1.25","13764.43","13585","13755","13560","13106","179314865","24759000000","24775978340","1800000","코스피 배당성장 50","3347.54","32.04","0.97"
"237370","KODEX 배당성장채권혼합","11485","125","1.10","11478.86","11445","11485","11405","15390","175879705","20673000000","20661947649","1800000","배당성장채권혼합지수","1837.90","5.78","0.32"
"244670","KODEX 밸류Plus","8580","80","0.94","8605.28","8550","8600","8540","3751","32248210","4290000000","4302639275","500000","FnGuide 벨류 Plus 지수","1641.23","14.63","0.90"
"140700","KODEX 보험","5830","10","0.17","5844.96","5840","5840","5765","30385","176369045","9328000000","9351935810","1600000","KRX 보험","1139.56","-0.63","-0.06"
"102780","KODEX 삼성그룹","9920","215","2.22","9920.50","9660","9920","9635","767149","7503021970","1452288000000","1452361263320","146400000","삼성그룹","9781.49","210.96","2.20"
"213610","KODEX 삼성그룹밸류","9300","145","1.58","9302.57","9155","9305","9075","52277","482520025","9300000000","9302566161","1000000","WISE 삼성그룹 밸류 인덱스","9092.07","133.49","1.49"
"251350","KODEX 선진국MSCI World","16225","-155","-0.95","16141.96","16380","16380","16160","127016","2056593420","397512500000","392249590772","24500000","MSCI World","2686.06","3.88","0.14"
"256750","KODEX 심천ChiNext(합성)","11940","240","2.05","11774.11","11680","11940","11640","171402","2029992600","77610000000","75354299818","6500000","SZSE ChiNext Price Index","2900.54","87.54","3.11"
"117460","KODEX 에너지화학","16910","290","1.74","16985.77","16670","16940","16575","35158","590728530","16571800000","16646054927","980000","KRX 에너지화학","3379.99","62.84","1.89"
"140710","KODEX 운송","4730","95","2.05","4731.89","4650","4730","4615","106631","499471805","6622000000","6624640529","1400000","KRX 운송","952.70","16.09","1.72"
"144600","KODEX 은선물(H)","5490","5","0.09","5451.65","5470","5535","5455","942803","5170215895","138897000000","137381649027","25300000","S&P GSCI Silver Index(TR)","856.14","11.47","1.36"
"091170","KODEX 은행","6255","15","0.24","6292.14","6240","6255","6150","734436","4562934390","215797500000","217078813811","34500000","KRX 은행","614.12","1.83","0.30"
"114800","KODEX 인버스","4255","-110","-2.52","4268.91","4375","4390","4255","55700275","240173067690","954822000000","950260046927","224400000","코스피 200 선물지수","1945.71","41.00","2.15"
"101280","KODEX 일본TOPIX100","15090","-170","-1.11","15249.14","15235","15235","15090","1867","28255795","9054000000","9149486729","600000","TOPIX100","1172.23","-9.97","-0.84"
"091180","KODEX 자동차","19465","255","1.33","19467.15","19230","19490","19160","757385","14672053845","140148000000","140163496476","7200000","KRX 자동차","1965.83","23.58","1.21"
"363570","KODEX 장기종합채권(AA-이상)액티브KAP","98515","-210","-0.21","98385.89","98525","98525","98485","32","3152340","36943125000","36894707238","375000","KAP 한국장기종합채권지수(AA-이상, 총수익)","308.85","-0.54","-0.17"
"273130","KODEX 종합채권(AA-이상)액티브","109900","-125","-0.11","109881.69","109930","109940","109850","2300","252742110","1441778100000","1440109380713","13119000","KAP 한국종합채권지수","253.99","-0.22","-0.09"
"169950","KODEX 중국본토 A50","22300","265","1.20","22058.39","22035","22300","22000","14433","320365750","33450000000","33087592198","1500000","FTSE China A50 Index","17387.62","287.59","1.68"
"283580","KODEX 중국본토CSI300","13485","40","0.30","13306.85","13410","13530","13370","52677","709497645","72819000000","71856995457","5400000","CSI 300 Index","5113.71","70.77","1.40"
"102970","KODEX 증권","7455","20","0.27","7498.32","7440","7490","7345","315892","2346139420","68586000000","68984553561","9200000","KRX 증권","726.88","4.89","0.68"
"372330","KODEX 차이나항셍테크","10065","295","3.02","9753.64","9910","10065","9810","694822","6911226640","55357500000","53645030136","5500000","Hang Seng TECH Index","8295.37","297.54","3.72"
"117680","KODEX 철강","7245","65","0.91","7266.03","7205","7275","7150","58517","422882715","9128700000","9155196069","1260000","KRX 철강","1433.52","16.66","1.18"
"279540","KODEX 최소변동성","12220","165","1.37","12234.18","12120","12220","12055","1417","17204480","14664000000","14681014482","1200000","KRX 최소변동성지수","7199.79","83.18","1.17"
"229200","KODEX 코스닥 150","15460","-30","-0.19","15579.04","15475","15575","15350","8075166","124965973500","501677000000","505539889167","32450000","코스닥 150","1532.52","1.47","0.10"
"233740","KODEX 코스닥150 레버리지","17200","75","0.44","17334.45","17115","17455","16900","33686289","578720704915","1295160000000","1324352224800","75300000","코스닥 150","1532.52","1.47","0.10"
"360150","KODEX 코스닥150롱코스피200숏선물","9380","-240","-2.49","9406.42","9600","9600","9370","2615","24671490","14070000000","14109635000","1500000","코스닥150 롱 100% 코스피200 숏 100% 선물지수","1037.63","-20.68","-1.95"
"251340","KODEX 코스닥150선물인버스","4350","-10","-0.23","4363.92","4365","4395","4325","38974098","170039305000","487635000000","478285628746","112100000","F-코스닥150 지수","1670.71","3.29","0.20"
"226490","KODEX 코스피","29260","665","2.33","29257.69","28675","29260","28550","139011","4035200230","476938000000","476900366564","16300000","코스피","2873.47","52.96","1.88"
"237350","KODEX 코스피100","30530","550","1.83","30644.88","30115","30625","29850","22561","687194940","13738500000","13790197324","450000","코스피 100","2974.06","59.82","2.05"
"359210","KODEX 코스피TR","13270","255","1.96","13274.63","13005","13270","12995","400624","5221407960","34502000000","34514048265","2600000","코스피 TR","3385.80","62.40","1.88"
"337140","KODEX 코스피대형주","13895","265","1.94","13895.61","13605","13910","13585","56125","774752850","52801000000","52803324814","3800000","코스피 대형주","2859.22","54.83","1.96"
"138920","KODEX 콩선물(H)","10675","295","2.84","10715.90","10730","10800","10615","26499","283264720","8540000000","8572723849","800000","S&P GSCI Soybeans Index(TR)","4752.43","16.45","0.35"
"244660","KODEX 퀄리티Plus","10485","60","0.58","10553.14","10500","10545","10485","1290","13579175","6291000000","6331883504","600000","FnGuide 퀄리티 Plus 지수","2519.07","20.24","0.81"
"266410","KODEX 필수소비재","9510","45","0.48","9505.00","9520","9525","9465","7691","72959450","17118000000","17109002906","1800000","KRX 필수소비재","1685.41","6.61","0.39"
"298770","KODEX 한국대만IT프리미어","17295","295","1.74","17218.64","17125","17295","17055","59464","1022500390","19024500000","18940505056","1100000","한국 대만 IT 프리미어지수","2569.58","46.80","1.86"
"266420","KODEX 헬스케어","23740","90","0.38","23855.34","23745","23885","23440","40474","957521990","18992000000","19084269775","800000","KRX 헬스케어","5517.31","8.63","0.16"
"364690","KODEX 혁신기술테마액티브","12505","230","1.87","12513.83","12260","12525","12230","52842","655556650","11254500000","11262443482","900000","코스피","2873.47","52.96","1.88"
"069660","KOSEF 200","39565","910","2.35","39598.18","38525","39620","38440","1005970","39590559395","638974750000","639510686228","16150000","코스피 200","389.29","8.02","2.10"
"152280","KOSEF 200 선물","17770","390","2.24","17745.80","17345","17795","17295","53","930790","16526100000","16503592408","930000","코스피 200 선물지수","1945.71","41.00","2.15"
"294400","KOSEF 200TR","46075","995","2.21","46144.72","44890","46170","44840","5919","269599650","403156250000","403766323820","8750000","코스피 200 TR","460.54","9.49","2.10"
"253250","KOSEF 200선물레버리지","21195","930","4.59","21163.77","20085","21255","20085","14191","294414080","27553500000","23280144996","1300000","코스피 200 선물지수","1945.71","41.00","2.15"
"253240","KOSEF 200선물인버스","5515","-135","-2.39","5508.25","5635","5655","5490","9484","52398785","4246550000","4241351306","770000","코스피 200 선물지수","1945.71","41.00","2.15"
"253230","KOSEF 200선물인버스2X","2525","-110","-4.17","2504.89","2650","2650","2515","168671","431571000","6868000000","6813288018","2720000","코스피 200 선물지수","1945.71","41.00","2.15"
"331910","KOSEF Fn중소형","19945","310","1.58","19932.17","19655","19955","19655","76","1507875","13961500000","13952516328","700000","FnGuide-키움 스마트 중소형주 지수","1978.07","30.55","1.57"
"100910","KOSEF KRX100","6335","130","2.10","6320.25","6205","6335","6170","348","2178485","11403000000","11376455065","1800000","KRX 100","6224.37","113.40","1.86"
"104530","KOSEF 고배당","7700","25","0.33","7695.29","7645","7700","7590","1273","9751260","4620000000","4617175825","600000","MKF 웰스 고배당20","7221.52","-31.86","-0.44"
"148070","KOSEF 국고채10년","122490","-285","-0.23","122481.74","125005","125005","122350","46590","5706150955","236405700000","236389760903","1930000","KIS 10년 국고채 지수 (총수익)","16207.19","-29.05","-0.18"
"167860","KOSEF 국고채10년레버리지","134020","-545","-0.41","133989.05","134625","134625","133710","566","75832280","12061800000","12059014324","90000","KIS 10년 국고채 지수 (총수익)","16207.19","-29.05","-0.18"
"114470","KOSEF 국고채3년","112810","60","0.05","112782.13","112790","112810","112750","226","25483530","33843000000","33834639270","300000","KTB INDEX(시장가격)","10769.10","3.91","0.04"
"130730","KOSEF 단기자금","100820","5","0.00","100806.25","100815","100835","100815","9063","913724105","49401800000","49395062308","490000","MK 머니마켓 지수(총수익)","12732.31","1.59","0.01"
"138230","KOSEF 미국달러선물","11440","-55","-0.48","11433.32","11495","11495","11415","54383","621962165","27570400000","27554298386","2410000","미국달러선물지수","1138.15","-6.19","-0.54"
"225800","KOSEF 미국달러선물레버리지","8150","-95","-1.15","8159.02","8225","8250","8130","31442","257113040","18663500000","18684158783","2290000","미국달러선물지수","1138.15","-6.19","-0.54"
"139660","KOSEF 미국달러선물인버스","11050","55","0.50","11052.98","10990","11050","10985","523","5753545","11492000000","11495102321","1040000","미국달러선물지수","1138.15","-6.19","-0.54"
"230480","KOSEF 미국달러선물인버스2X","9395","100","1.08","9398.70","9305","9400","9305","19830","185909170","21890350000","20019229669","2330000","미국달러선물지수","1138.15","-6.19","-0.54"
"373790","KOSEF 미국방어배당성장나스닥","9945","-125","-1.24","9862.68","10080","10170","9910","5158","51257560","6961500000","6903877878","700000","Nasdaq US Low Volatility Dividend Achievers Index","1050.14","-0.63","-0.06"
"260200","KOSEF 배당바이백Plus","15005","280","1.90","14945.89","14750","15005","14750","380","5646810","9753250000","9714828849","650000","WISE 배당바이백플러스 지수","1472.28","25.39","1.75"
"104520","KOSEF 블루칩","9535","165","1.76","9527.87","9395","9535","9380","1475","14004465","8581500000","8575087437","900000","MKF 블루칩","9357.64","106.67","1.15"
"200250","KOSEF 인도Nifty50(합성)","14210","-35","-0.25","14225.27","14315","14315","14150","20413","289906115","29130500000","24894226688","2050000","Nifty 50 Index","13981.95","49.35","0.35"
"260270","KOSEF 저PBR가중","14295","240","1.71","14249.97","14025","14295","14025","253","3574555","7147500000","7124986685","500000","FnGuide 저BPR 가중 지수","1398.02","19.26","1.40"
"316670","KOSEF 코스닥150","7680","25","0.33","7681.88","7640","7720","7580","42817","325792490","38246400000","38255766273","4980000","코스닥 150","1532.52","1.47","0.10"
"291610","KOSEF 코스닥150선물","10030","20","0.20","10002.71","9980","10085","9955","187","1871615","5917700000","5601520372","590000","F-코스닥150 지수","1670.71","3.29","0.20"
"291630","KOSEF 코스닥150선물레버리지","7345","-5","-0.07","7358.18","7260","7465","7250","9160","67427630","15497950000","8903393444","2110000","F-코스닥150 지수","1670.71","3.29","0.20"
"291620","KOSEF 코스닥150선물인버스","7875","-15","-0.19","7874.13","7890","7925","7825","7812","61430330","4173750000","4173286994","530000","F-코스닥150 지수","1670.71","3.29","0.20"
"153270","KOSEF 코스피100","30250","650","2.20","30229.41","29490","30265","29485","196","5850250","12705000000","12696352961","420000","코스피 100","2974.06","59.82","2.05"
"122260","KOSEF 통안채1년","100975","0","0.00","100991.31","100980","100990","100975","1401660","141544022495","45438750000","45446089476","450000","MK 통안채지수(총수익)","13312.18","3.56","0.03"
"168300","KTOP 코스피50","28270","715","2.59","28257.38","27440","28290","27395","162","4524805","14417700000","14411265471","510000","코스피 50","2725.20","56.05","2.10"
"295040","SMART 200TR","13185","320","2.49","13196.59","12865","13200","12865","62528","816789465","361928250000","362246333611","27450000","코스피 200 TR","460.54","9.49","2.10"
"363510","SMART KIS단기통안채","100110","0","0.00","100113.29","0","0","0","0","0","28030800000","28031720008","280000","KIS 단기통안채 Index(총수익)","11207.95","0.95","0.01"
"292500","SMART KRX300","18255","370","2.07","18346.06","17890","18340","17840","1031","18775290","67543500000","67880428170","3700000","KRX 300","1794.81","33.73","1.92"
"208470","SMART 선진국MSCI World(합성 H)","16345","5","0.03","16247.16","16315","16345","16210","73","1191230","9807000000","9748294653","600000","MSCI World","2686.06","3.88","0.14"
"220130","SMART 중국본토 중소형 CSI500(합성 H)","5165","25","0.49","5130.45","5080","5195","5080","1016","5236745","9297000000","9234801305","1800000","CSI 500 지수","6269.25","69.40","1.12"
"102110","TIGER 200","39525","870","2.25","39535.79","38535","39590","38405","1866398","72901306045","2879396250000","2880182115366","72850000","코스피 200","389.29","8.02","2.10"
"139260","TIGER 200 IT","35720","835","2.39","35753.77","34715","35720","34455","961985","33724846690","386490400000","353962348129","10820000","코스피 200 정보기술","3556.86","89.68","2.59"
"139220","TIGER 200 건설","2445","60","2.52","2440.90","2390","2445","2380","175586","426177525","13740900000","13717853805","5620000","코스피 200 건설","239.93","5.16","2.20"
"139290","TIGER 200 경기소비재","16660","175","1.06","16671.01","16450","16675","16450","2547","42299255","7996800000","8002083517","480000","코스피 200 경기소비재","1651.06","17.58","1.08"
"139270","TIGER 200 금융","6240","30","0.48","6254.11","6195","6240","6140","21920","135619425","21840000000","21889388614","3500000","코스피 200 금융","600.92","1.71","0.29"
"227550","TIGER 200 산업재","5195","70","1.37","5221.99","5125","5210","5110","1898","9855665","3636500000","3655394198","700000","코스피 200 산업재","517.48","7.21","1.41"
"227560","TIGER 200 생활소비재","11570","135","1.18","11566.63","11460","11585","11460","1904","21992135","4165200000","4163988354","360000","코스피 200 생활소비재","1162.10","9.04","0.78"
"139250","TIGER 200 에너지화학","17860","330","1.88","17905.62","17510","17860","17450","26358","467474395","28933200000","29007111489","1620000","코스피 200 에너지/화학","1798.11","35.14","1.99"
"139230","TIGER 200 중공업","2870","30","1.06","2887.36","2855","2885","2825","171865","492552220","13374200000","13455115805","4660000","코스피 200 중공업","272.42","3.36","1.25"
"139240","TIGER 200 철강소재","7450","125","1.71","7446.05","7330","7460","7320","25171","186583110","3427000000","3425180959","460000","코스피 200 철강/소재","737.20","9.72","1.34"
"227540","TIGER 200 헬스케어","31500","605","1.96","31532.59","31380","31615","31000","23680","741441345","25830000000","25856724562","820000","코스피 200 헬스케어","3178.49","50.33","1.61"
"243880","TIGER 200IT레버리지","58250","2320","4.15","58345.98","55060","58370","54485","49862","2792520865","40775000000","37924887497","700000","코스피 200 정보기술","3556.86","89.68","2.59"
"310960","TIGER 200TR","20695","465","2.30","20698.61","20205","20695","20160","3497","71420945","60015500000","60025974727","2900000","코스피 200 TR","460.54","9.49","2.10"
"252000","TIGER 200동일가중","11115","145","1.32","11144.25","0","0","0","0","0","6113250000","6129338893","550000","코스피 200 동일가중지수","2180.36","31.12","1.45"
"267770","TIGER 200선물레버리지","17690","770","4.55","17647.43","16800","17745","16705","6806845","117270004510","113216000000","132355734274","6400000","코스피 200 선물지수","1945.71","41.00","2.15"
"252710","TIGER 200선물인버스2X","2600","-130","-4.76","2609.68","2740","2765","2595","5381008","14301450360","117260000000","118218642533","45100000","코스피 200 선물지수","1945.71","41.00","2.15"
"243890","TIGER 200에너지화학레버리지","16900","595","3.65","17000.88","16290","16910","16110","33944","563064190","9295000000","8500441069","550000","코스피 200 에너지/화학","1798.11","35.14","1.99"
"315270","TIGER 200커뮤니케이션서비스","26075","465","1.82","26188.18","25730","26100","25730","1333","34658900","14602000000","14665378718","560000","코스피 200 커뮤니케이션서비스","2593.90","45.54","1.79"
"166400","TIGER 200커버드콜5%OTM","14955","185","1.25","15072.29","14805","14955","14805","418","6191740","7477500000","7536145035","500000","코스피 200 커버드콜 5% OTM","404.17","4.92","1.23"
"289480","TIGER 200커버드콜ATM","10720","65","0.61","10705.03","10720","10720","10720","9","96480","6432000000","6423015231","600000","코스피 200 커버드콜 ATM 지수","1303.32","3.46","0.27"
"305540","TIGER 2차전지테마","14485","130","0.91","14550.45","14350","14505","14235","1707814","24620699285","382404000000","388497096052","26400000","WISE 2차전지 테마 지수","5475.33","60.24","1.11"
"365040","TIGER AI코리아그로스액티브","12490","250","2.04","12506.77","12240","12495","12235","2228","27528110","14988000000","15008123599","1200000","코스피","2873.47","52.96","1.88"
"357870","TIGER CD금리투자KIS(합성)","50170","0","0.00","50170.75","50170","50170","50170","10","501700","439489200000","439495727339","8760000","KIS CD Index(총수익)","10949.97","1.04","0.01"
"341850","TIGER KIS부동산인프라채권TR","5245","5","0.10","5243.78","5220","5250","5220","6346","33282235","20717750000","20712919958","3950000","KIS 부동산인프라채권 TR지수","35440.93","-52.03","-0.15"
"364960","TIGER KRX BBIG K-뉴딜","11885","130","1.11","11926.81","11750","11885","11720","1379430","16311961675","352390250000","353629887550","29650000","KRX BBIG K-뉴딜지수","3273.34","41.09","1.27"
"364980","TIGER KRX2차전지K-뉴딜","13810","395","2.94","13802.46","13445","13810","13300","948660","12892356865","265842500000","265697404496","19250000","KRX 2차전지 K-뉴딜지수","4851.77","119.99","2.54"
"292160","TIGER KRX300","18355","405","2.26","18357.31","17950","18365","17885","28957","529006160","31203500000","31207430134","1700000","KRX 300","1794.81","33.73","1.92"
"364990","TIGER KRX게임K-뉴딜","10980","50","0.46","10973.90","10930","10990","10905","96233","1055398750","36234000000","36213882776","3300000","KRX 게임 K-뉴딜지수","1338.72","1.27","0.09"
"364970","TIGER KRX바이오K-뉴딜","13000","-15","-0.12","13014.68","13080","13105","12845","331546","4301308335","76700000000","76786635596","5900000","KRX 바이오 K-뉴딜지수","3912.26","-10.77","-0.27"
"365000","TIGER KRX인터넷K-뉴딜","10400","165","1.61","10421.80","10245","10455","10245","184071","1913157470","52520000000","52630081115","5050000","KRX 인터넷 K-뉴딜지수","2519.38","35.92","1.45"
"228820","TIGER KTOP30","10550","240","2.33","10543.25","10305","10550","10300","2672","27763855","12660000000","12651899212","1200000","KTOP 30","10554.45","229.29","2.22"
"300610","TIGER K게임","11585","90","0.78","11607.70","11495","11625","11485","21405","247878475","6371750000","6384233813","550000","WISE K게임 테마 지수","943.04","5.54","0.59"
"138530","TIGER LG그룹+펀더멘털","10480","160","1.55","10443.78","10320","10480","10220","51373","531561615","10270400000","10234909283","980000","MKF LG그룹+ FW","10367.59","134.30","1.31"
"289260","TIGER MSCI KOREA ESG리더스","10935","245","2.29","10937.16","10795","10935","10790","1966","21308165","7217100000","7218525876","660000","MSCI Korea Country ESG Leaders Capped Index","1562.86","28.18","1.84"
"289250","TIGER MSCI KOREA ESG유니버설","12040","345","2.95","12006.28","11775","12040","11735","5709","68141230","6862800000","6843578885","570000","MSCI Korea ESG Universal Index","1677.62","34.37","2.09"
"310970","TIGER MSCI Korea TR","16105","355","2.25","16078.96","15690","16105","15690","289636","4627639520","1724845500000","1722056656101","107100000","MSCI Korea TR Index","1603.70","31.41","2.00"
"269370","TIGER S&P글로벌인프라(합성)","9685","-60","-0.62","9698.71","9535","9745","9535","158","1530185","4842500000","4849354659","500000","S&P Global Infrastructure Index","2543.61","3.77","0.15"
"248270","TIGER S&P글로벌헬스케어(합성)","14890","-40","-0.27","14869.09","14850","14930","14840","2116","31483470","14890000000","14869090342","1000000","S&P Global 1200 Health Care Index","4279.57","4.06","0.09"
"292150","TIGER TOP10","13580","310","2.34","13612.42","13270","13580","13195","2784149","37332430650","536410000000","534967916197","39500000","FnGuide TOP10 지수","4782.40","107.25","2.29"
"217790","TIGER 가격조정","23345","170","0.73","23341.72","23120","23345","23035","180","4181555","6069700000","6068846940","260000","FnGuide Contrarian Index","22986.66","160.99","0.71"
