종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"035510","신세계 I&C","KOSPI",,"125500","2000","1.62","124500","127500","124000","5228","656035000","215860000000","1720000"
"034300","신세계건설","KOSPI",,"26850","500","1.90","26500","27300","25950","89402","2367369950","107400000000","4000000"
"031430","신세계인터내셔날","KOSPI",,"161500","2500","1.57","158500","163500","158000","49852","8059816000","1153110000000","7140000"
"031440","신세계푸드","KOSPI",,"65300","100","0.15","64900","66100","64900","15656","1027807000","252872944000","3872480"
"006880","신송홀딩스","KOSPI",,"4085","15","0.37","4050","4125","4005","23403","94464730","48320884930","11828858"
"002800","신신제약","KOSDAQ","중견기업부","9140","90","0.99","9060","9260","8900","262646","2404039730","138658370000","15170500"
"323280","신영스팩5호","KOSDAQ","SPAC(소속부없음)","2075","0","0.00","2075","2075","2065","1181","2444505","7272875000","3505000"
"344050","신영스팩6호","KOSDAQ","SPAC(소속부없음)","2040","0","0.00","2045","2045","2035","1713","3492575","8782200000","4305000"
"005800","신영와코루","KOSPI",,"104500","500","0.48","104500","105000","103000","426","44283000","94050000000","900000"
"001720","신영증권","KOSPI",,"52700","100","0.19","52400","53000","52300","3089","162232600","494654689900","9386237"
"001725","신영증권우","KOSPI",,"51000","-300","-0.58","51300","51400","50900","1077","54982300","359741913000","7053763"
"009270","신원","KOSPI",,"1410","30","2.17","1390","1410","1380","287391","402847795","119909923590","85042499"
"009275","신원우","KOSPI",,"38300","100","0.26","38250","38300","37300","308","11718300","3475342000","90740"
"017000","신원종합개발","KOSDAQ","우량기업부","4980","65","1.32","4950","5580","4880","3382773","17466873805","50138774460","10068027"
"002700","신일전자","KOSPI",,"1875","0","0.00","1880","1885","1850","1200281","2242388730","133214101875","71047521"
"012790","신일제약","KOSDAQ","우량기업부","23200","-50","-0.22","23000","23650","22500","209221","4826372900","252926400000","10902000"
"138070","신진에스엠","KOSDAQ","중견기업부","4730","45","0.96","4685","4740","4660","13328","62735925","42438425590","8972183"
"226330","신테카바이오","KOSDAQ","기술성장기업부","23000","-400","-1.71","23650","23650","22700","493883","11401324150","307326368000","13362016"
"019170","신풍제약","KOSPI",,"124000","3500","2.90","118000","127500","116500","3259073","399254611000","6570138760000","52984990"
"019175","신풍제약우","KOSPI",,"122500","2500","2.08","117500","125500","117000","68456","8321795000","269500000000","2200000"
"002870","신풍제지","KOSPI",,"3500","55","1.60","3465","3675","3330","4241117","14940564010","122355450000","34958700"
"293940","신한알파리츠","KOSPI",,"7120","20","0.28","7110","7140","7080","73155","519551370","372590475760","52330123"
"333050","신한제6호스팩","KOSDAQ","SPAC(소속부없음)","2060","0","0.00","2060","2060","2040","37238","76219430","10320600000","5010000"
"055550","신한지주","KOSPI",,"32050","50","0.16","32000","32200","31500","2308628","73507544850","16554685061750","516526835"
"001770","신화실업","KOSPI",,"20400","150","0.74","20250","20450","20150","5488","111488400","24783511200","1214878"
"056700","신화인터텍","KOSDAQ","중견기업부","3285","105","3.30","3200","3285","3160","1076791","3501371995","95708773935","29135091"
"187270","신화콘텍","KOSDAQ","벤처기업부","3095","160","5.45","2945","3125","2945","122624","374123720","31395200275","10143845"
"004080","신흥","KOSPI",,"11000","400","3.77","10750","11100","10750","14825","161933450","105600000000","9600000"
"243840","신흥에스이씨","KOSDAQ","우량기업부","47750","1000","2.14","46750","48000","46600","85494","4051245400","332802124500","6969678"
"108320","실리콘웍스","KOSDAQ","우량기업부","58200","1500","2.65","57000","58400","56000","244178","14035920200","946582260000","16264300"
"222800","심텍","KOSDAQ","중견기업부","22850","900","4.10","21800","23200","21750","817522","18498456750","727867167550","31854143"
"036710","심텍홀딩스","KOSDAQ","중견기업부","2440","20","0.83","2410","2480","2410","344069","842492125","99219132760","40663579"
"160980","싸이맥스","KOSDAQ","우량기업부","20800","550","2.72","20150","20800","19900","269370","5505590300","227224254400","10924243"
"217330","싸이토젠","KOSDAQ","기술성장기업부","42700","700","1.67","42850","43200","41750","125962","5357930350","240565992800","5633864"
"102280","쌍방울","KOSPI",,"630","5","0.80","625","636","619","2246134","1412967865","150796565010","239359627"
"003410","쌍용양회","KOSPI",,"6680","-70","-1.04","6750","6750","6610","2105361","14012730510","3365782094600","503859595"
"010280","쌍용정보통신","KOSDAQ","중견기업부","1410","30","2.17","1395","1425","1380","266687","373930590","57054287940","40464034"
"003620","쌍용차","KOSPI",,"2770","0","0.00","0","0","0","0","0","415056805540","149840002"
"004770","써니전자","KOSPI",,"5090","40","0.79","5010","5210","4960","8976967","45706668085","177361105990","34845011"
"217320","썬테크","KONEX","일반기업부","10600","0","0.00","0","0","0","0","0","11130000000","1050000"
"208640","썸에이지","KOSDAQ","중견기업부","1345","15","1.13","1315","1395","1315","1201297","1641565495","181599509935","135018223"
"222420","쎄노텍","KOSDAQ","중견기업부","2165","135","6.65","2160","2300","2130","5030816","11139622040","86942448875","40158175"
"037760","쎄니트","KOSDAQ","우량기업부","1735","20","1.17","1735","1740","1695","93423","160956185","58700117935","33832921"
"136510","쎄미시스코","KOSDAQ","벤처기업부","7360","130","1.80","7230","7450","7210","15618","115071610","41493317440","5637679"
"099320","쎄트렉아이","KOSDAQ","벤처기업부","32000","100","0.31","31450","32950","31300","257993","8275450100","232591584000","7268487"
"015540","쎌마테라퓨틱스","KOSPI",,"8580","420","5.15","8090","8950","7820","11656351","99578283410","97895260320","11409704"
"049960","쎌바이오텍","KOSDAQ","우량기업부","23500","800","3.52","22850","24600","22750","201630","4790620500","220900000000","9400000"
"050890","쏠리드","KOSDAQ","중견기업부","11200","150","1.36","11150","11350","11050","1005015","11222920000","584473960000","52185175"
"066790","씨씨에스","KOSDAQ","관리종목(소속부없음)","846","0","0.00","0","0","0","0","0","38895837282","45976167"
"222080","씨아이에스","KOSDAQ","중견기업부","9430","-670","-6.63","9960","10050","9330","8268982","79955978840","542146504680","57491676"
"004920","씨아이테크","KOSPI",,"899","6","0.67","898","907","885","133107","118944024","22538624028","25070772"
"236030","씨알푸드","KONEX","일반기업부","11100","200","1.83","10600","11100","10600","101","1071100","21978000000","1980000"
"103660","씨앗","KONEX","일반기업부","4350","-140","-3.12","4500","4500","4200","9839","42734755","17911038000","4117480"
"245450","씨앤에스링크","KONEX","일반기업부","3450","0","0.00","0","0","0","0","0","5450862000","1579960"
"264660","씨앤지하이테크","KOSDAQ","벤처기업부","13900","600","4.51","13900","14000","13300","138234","1899374800","116836172000","8405480"
"297090","씨에스베어링","KOSDAQ","벤처기업부","33900","2500","7.96","31700","33900","31250","678997","22360926650","324775560000","9580400"
"112610","씨에스윈드","KOSPI",,"177000","9000","5.36","171500","182500","167000","323826","56872913500","3059571555000","17285715"
"286000","씨엔티드림","KONEX","일반기업부","7980","-10","-0.13","7980","7980","7900","1035","8239620","36192013200","4535340"
"115530","씨엔플러스","KOSDAQ","관리종목(소속부없음)","839","0","0.00","0","0","0","0","0","51997005703","61974977"
"225330","씨엠에스에듀","KOSDAQ","중견기업부","5470","10","0.18","5490","5490","5350","85327","461847040","101931415160","18634628"
"115480","씨유메디칼","KOSDAQ","벤처기업부","2535","50","2.01","2485","2550","2425","429673","1080236245","66830136555","26362973"
"189330","씨이랩","KONEX","일반기업부","51100","-2300","-4.31","51600","57000","51100","8933","473314400","116872956200","2287142"
"096530","씨젠","KOSDAQ","우량기업부","193000","-6300","-3.16","200600","201700","192200","618623","120577294900","5063165860000","26234020"
"900120","씨케이에이치","KOSDAQ","외국기업(소속부없음)","491","22","4.69","469","495","466","484400","235947073","54208588387","110404457"
"101240","씨큐브","KOSDAQ","벤처기업부","7340","110","1.52","7250","7340","7200","37680","274040010","74414270560","10138184"
"060590","씨티씨바이오","KOSDAQ","중견기업부","7710","190","2.53","7740","7740","7520","150986","1149585570","162264089460","21045926"
"260930","씨티케이코스메틱스","KOSDAQ","우량기업부","14200","250","1.79","14000","14300","13950","7309","103173550","143734544200","10122151"
"013990","아가방컴퍼니","KOSDAQ","중견기업부","3325","55","1.68","3340","3370","3295","352077","1173180385","109351057200","32887536"
"123860","아나패스","KOSDAQ","벤처기업부","26950","1550","6.10","25400","27150","25400","364861","9603749300","292788276550","10864129"
"025980","아난티","KOSDAQ","중견기업부","8070","160","2.02","7940","8090","7860","775200","6219352900","687392811090","85178787"
"008700","아남전자","KOSPI",,"3410","265","8.43","3300","3880","3180","153062721","539283262330","262995636200","77124820"
"050320","아래스","KOSDAQ","투자주의환기종목(소속부없음)","990","0","0.00","0","0","0","0","0","45205142400","45661760"
"058220","아리온","KOSDAQ","투자주의환기종목(소속부없음)","275","0","0.00","0","0","0","0","0","10717917100","38974244"
"125210","아모그린텍","KOSDAQ","기술성장기업부","15650","900","6.10","14900","15850","14700","586151","8985459600","258174763500","16496790"
"002790","아모레G","KOSPI",,"54900","100","0.18","55000","55500","54400","114014","6264719900","4526954082000","82458180"
"00279K","아모레G3우(전환)","KOSPI",,"35800","0","0.00","35600","36050","35000","11155","398234400","253900760000","7092200"
"002795","아모레G우","KOSPI",,"20200","300","1.51","19900","20350","19650","35276","707515300","130164154000","6443770"
"090430","아모레퍼시픽","KOSPI",,"206000","-500","-0.24","207500","209500","205000","160101","33172921500","12042448940000","58458490"
"090435","아모레퍼시픽우","KOSPI",,"62000","-900","-1.43","63300","63700","62000","95654","6028770000","654585460000","10557830"
"052710","아모텍","KOSDAQ","우량기업부","38650","250","0.65","38550","39100","37700","285927","10963979650","376582641900","9743406"
"074430","아미노로직스","KOSDAQ","벤처기업부","2690","95","3.66","2640","2890","2635","5922625","16523076460","236254210360","87826844"
"092040","아미코젠","KOSDAQ","기술성장기업부","38400","2850","8.02","35100","39000","34850","1377924","51770045950","737837184000","19214510"
"083930","아바코","KOSDAQ","우량기업부","10650","-50","-0.47","10700","10800","10500","267244","2833900950","164146298700","15412798"
"149950","아바텍","KOSDAQ","우량기업부","8590","170","2.02","8770","8770","8440","57450","491344450","134068425000","15607500"
"036010","아비코전자","KOSDAQ","우량기업부","8600","140","1.65","8380","8630","8280","440595","3720563250","114319232400","13292934"
"002030","아세아","KOSPI",,"90500","200","0.22","88000","90600","88000","4827","435430000","198287672000","2191024"
"183190","아세아시멘트","KOSPI",,"72500","100","0.14","72400","73000","71400","7514","543065000","282446152500","3895809"
"002310","아세아제지","KOSPI",,"37250","0","0.00","37150","37550","36900","53071","1972541750","333629699500","8956502"
"050860","아세아텍","KOSDAQ","중견기업부","3200","10","0.31","3220","3225","3170","102835","328241255","56000000000","17500000"
"246720","아스타","KOSDAQ","기술성장기업부","5070","30","0.60","5100","5150","4995","17322","87829830","58267091610","11492523"
"067390","아스트","KOSDAQ","벤처기업부","5530","120","2.22","5440","5580","5410","302980","1671428710","142008475560","25679652"
"127710","아시아경제","KOSDAQ","중견기업부","2030","0","0.00","2050","2055","2030","75403","153759480","51782730020","25508734"
"267850","아시아나IDT","KOSPI",,"24050","450","1.91","23400","24400","23400","86816","2088734400","266955000000","11100000"
"020560","아시아나항공","KOSPI",,"4210","0","0.00","0","0","0","0","0","939820587740","223235294"
"154030","아시아종묘","KOSDAQ","기술성장기업부","5720","230","4.19","5530","5800","5480","393144","2233278320","58821637160","10283503"
"227610","아우딘퓨쳐스","KOSDAQ","중견기업부","4280","80","1.90","4200","4330","4100","20140","85487525","42800000000","10000000"
"143160","아이디스","KOSDAQ","우량기업부","27250","450","1.68","27000","27600","26600","78668","2129257000","292021627500","10716390"
"054800","아이디스홀딩스","KOSDAQ","중견기업부","12850","0","0.00","12850","13050","12600","10150","128957950","132968664600","10347756"
"332370","아이디피","KOSDAQ","중견기업부","7910","50","0.64","7860","7970","7820","24519","193592950","52497586330","6636863"
"122900","아이마켓코리아","KOSPI",,"8740","-110","-1.24","8850","8860","8650","194881","1701642340","309337791600","35393340"
"339950","아이비김영","KOSDAQ","중견기업부","1680","5","0.30","1675","1700","1660","75175","126112545","71377580400","42486655"
"099190","아이센스","KOSDAQ","우량기업부","30000","500","1.69","29500","30150","29400","107067","3202250250","412117140000","13737238"
"289010","아이스크림에듀","KOSDAQ","우량기업부","8370","80","0.97","8340","8430","8230","100095","835876110","107671989690","12864037"
"214430","아이쓰리시스템","KOSDAQ","우량기업부","21600","100","0.47","21500","21700","21300","56013","1207421700","153506016000","7106760"
"040910","아이씨디","KOSDAQ","우량기업부","18300","250","1.39","18050","18500","17800","501829","9155693400","328454365800","17948326"
"068940","아이씨케이","KOSDAQ","중견기업부","3900","0","0.00","3890","3990","3810","757549","2954794465","132204040800","33898472"
"052860","아이앤씨","KOSDAQ","벤처기업부","4300","-15","-0.35","4320","4345","4230","174630","749020915","76084432200","17694054"
"010780","아이에스동서","KOSPI",,"53400","0","0.00","53500","53800","52800","142099","7589455500","1649665160400","30892606"
"069920","아이에스이커머스","KOSDAQ","중견기업부","3980","0","0.00","3980","4020","3965","28121","112200325","102788920760","25826362"
"038880","아이에이","KOSDAQ","중견기업부","938","17","1.85","915","938","911","9124708","8415069681","258376607090","275454805"
"123010","아이에이네트웍스","KOSDAQ","투자주의환기종목(소속부없음)","1555","60","4.01","1505","1560","1500","470512","724146015","76768703255","49368941"
"307180","아이엘사이언스","KOSDAQ","벤처기업부","3025","50","1.68","2945","3045","2945","65536","197105005","64196619575","21222023"
"101390","아이엠","KOSDAQ","중견기업부","815","16","2.00","799","818","792","938632","757664451","34411883550","42223170"
"090740","아이엠이연이","KOSDAQ","중견기업부","6680","-280","-4.02","7120","7130","6650","831194","5643370230","126242320680","18898551"
"226350","아이엠텍","KOSDAQ","투자주의환기종목(소속부없음)","214","0","0.00","0","0","0","0","0","9318361858","43543747"
"078860","아이오케이","KOSDAQ","중견기업부","1570","0","0.00","1580","1630","1560","1633636","2589836860","87197507980","55539814"
"114810","아이원스","KOSDAQ","중견기업부","7100","0","0.00","7150","7160","6870","491733","3442657240","95253024900","13415919"
"031310","아이즈비전","KOSDAQ","중견기업부","3815","115","3.11","3770","3830","3730","107100","407520195","60172369810","15772574"
"185490","아이진","KOSDAQ","기술성장기업부","12750","350","2.82","12400","12800","12200","137578","1730625350","148526649750","11649149"
"059100","아이컴포넌트","KOSDAQ","벤처기업부","4400","55","1.27","4345","4405","4270","29805","129803930","31111784000","7070860"
"149010","아이케이세미콘","KONEX","일반기업부","4990","525","11.76","4990","4990","4990","1","4990","15568800000","3120000"
"175250","아이큐어","KOSDAQ","기술성장기업부","63000","-1600","-2.48","62500","64100","62200","254338","16094874900","475617807000","7549489"
"052460","아이크래프트","KOSDAQ","중견기업부","4170","65","1.58","4110","4245","4085","354340","1473177155","60915093120","14607936"
"119830","아이텍","KOSDAQ","벤처기업부","8600","300","3.61","8430","8630","8310","687104","5828402580","122626712000","14258920"
"052770","아이톡시","KOSDAQ","관리종목(소속부없음)","4460","0","0.00","0","0","0","0","0","32518212340","7291079"
"124500","아이티센","KOSDAQ","중견기업부","5240","0","0.00","5230","5260","5180","142115","742330330","104314424920","19907333"
"084850","아이티엠반도체","KOSDAQ","벤처기업부","56900","600","1.07","56300","57200","55500","117927","6683115000","1314720076900","23105801"
"223220","아이피몬스터","KONEX","일반기업부","271","-47","-14.78","300","308","271","8590","2331354","6339673730","23393630"
"027360","아주IB투자","KOSDAQ","벤처기업부","3990","25","0.63","3965","4040","3935","927754","3697537410","474870348750","119015125"
"033660","아주캐피탈","KOSPI",,"12200","-100","-0.81","12300","12300","12150","48914","597135500","702059858000","57545890"
"032080","아즈텍WB","KOSDAQ","벤처기업부","1830","40","2.23","1800","1830","1795","80756","146110490","39328583070","21491029"
"013310","아진산업","KOSDAQ","우량기업부","2915","100","3.55","2815","2940","2805","1076084","3119613095","110838753190","38023586"
"059120","아진엑스텍","KOSDAQ","벤처기업부","6060","320","5.57","5810","6110","5750","156942","938180470","59076491760","9748596"
"158430","아톤","KOSDAQ","벤처기업부","26200","0","0.00","26050","26400","26000","31700","830923000","114063717400","4353577"
"149300","아퓨어스","KONEX","일반기업부","2895","45","1.58","2700","2900","2700","20527","57531795","78354865680","27065584"
"067160","아프리카TV","KOSDAQ","우량기업부","60500","500","0.83","60000","61500","59200","153049","9311286300","695433403500","11494767"
"001540","안국약품","KOSDAQ","우량기업부","13000","-100","-0.76","13050","13200","13000","69723","909048600","169551460000","13042420"
"053800","안랩","KOSDAQ","우량기업부","76200","1100","1.46","74900","76900","74400","227093","17273004000","763055751000","10013855"
"251280","안지오랩","KONEX","일반기업부","13350","1550","13.14","11800","13550","11800","14684","192730000","30042306000","2250360"
"065660","안트로젠","KOSDAQ","기술성장기업부","62300","-1200","-1.89","64500","64500","61500","163850","10275948100","566527168200","9093534"
"297570","알로이스","KOSDAQ","벤처기업부","2570","-10","-0.39","2620","2620","2520","621721","1593544800","44536593980","17329414"
"001780","알루코","KOSPI",,"4735","205","4.53","4580","4775","4540","4217551","19759271290","393986485005","83207283"
"260660","알리코제약","KOSDAQ","우량기업부","13850","50","0.36","13800","13850","13600","52451","719963050","136028813750","9821575"
"131370","알서포트","KOSDAQ","벤처기업부","13250","-200","-1.49","13400","13650","13200","938358","12536581300","705788849750","53267083"
"140670","알에스오토메이션","KOSDAQ","중견기업부","8940","390","4.56","8560","9020","8510","312085","2771916390","81382071600","9103140"
"096610","알에프세미","KOSDAQ","중견기업부","5800","100","1.75","5700","5900","5680","604052","3508686750","55069399200","9494724"
"061040","알에프텍","KOSDAQ","중견기업부","10200","520","5.37","9950","10300","9890","1147007","11617313240","294779163600","28899918"
"148250","알엔투테크놀로지","KOSDAQ","벤처기업부","19300","100","0.52","19400","19550","19000","175630","3380634750","138883707100","7196047"
"347860","알체라","KOSDAQ","기술성장기업부","42150","-1550","-3.55","42350","44950","39800","4799472","202615818400","563494667100","13368794"
"196170","알테오젠","KOSDAQ","기술성장기업부","179700","2500","1.41","176600","181400","176500","683173","122132013800","5046497130000","28082900"
"123750","알톤스포츠","KOSDAQ","관리종목(소속부없음)","4030","20","0.50","4010","4050","3955","40699","163487855","51367576910","12746297"
"085810","알티캐스트","KOSDAQ","중견기업부","1825","25","1.39","1800","1845","1770","486936","877040820","44897100575","24601151"
"117670","알파홀딩스","KOSDAQ","중견기업부","4585","30","0.66","4555","4650","4510","162629","743994425","91301132510","19913006"
"291650","압타머사이언스","KOSDAQ","기술성장기업부","27000","850","3.25","27450","29100","26750","1948643","54541179750","228585402000","8466126"
"293780","압타바이오","KOSDAQ","기술성장기업부","50800","1450","2.94","49400","52800","48250","1028558","52246667950","563637836400","11095233"
"267810","앙츠","KONEX","일반기업부","1335","-10","-0.74","0","0","0","0","0","2065245000","1547000"
"018250","애경산업","KOSPI",,"24500","450","1.87","24000","24700","23850","103015","2520970600","647043407500","26409935"
"161000","애경유화","KOSPI",,"8940","0","0.00","8920","8990","8770","227984","2026807220","286437600000","32040000"
"196300","애니젠","KOSDAQ","기술성장기업부","13800","300","2.22","13650","14150","13400","67563","935394800","69223077000","5016165"
"310200","애니플러스","KOSDAQ","중견기업부","1510","5","0.33","1505","1515","1480","127498","191138335","42895232890","28407439"
"179530","애드바이오텍","KONEX","일반기업부","22700","-100","-0.44","23000","23700","22700","536","12327100","39817389000","1754070"
"205500","액션스퀘어","KOSDAQ","관리종목(소속부없음)","1650","-15","-0.90","1650","1690","1590","69431","113903685","68198864250","41332645"
"052790","액토즈소프트","KOSDAQ","중견기업부","9450","190","2.05","9260","9590","9260","36657","346887870","107074529100","11330638"
"131400","액트","KOSDAQ","벤처기업부","5070","10","0.20","5070","5110","4955","639930","3223489815","116057598150","22891045"
"290740","액트로","KOSDAQ","우량기업부","12050","300","2.55","11700","12250","11500","213182","2550614950","121283382550","10065011"
"238090","앤디포스","KOSDAQ","벤처기업부","5720","10","0.18","5680","5820","5670","1282008","7354398340","315525072720","55161726"
"092600","앤씨앤","KOSDAQ","벤처기업부","4315","180","4.35","4065","4340","4065","399515","1699366020","90388462500","20947500"
"129890","앱코","KOSDAQ","중견기업부","27800","-50","-0.18","27850","28250","27250","377071","10431097750","269346749600","9688732"
"174900","앱클론","KOSDAQ","기술성장기업부","36500","600","1.67","36300","37700","35800","744206","27410570350","525308000000","14392000"
"255440","야스","KOSDAQ","우량기업부","13350","50","0.38","13250","13400","13100","50442","669354300","174324300000","13058000"
"030960","양지사","KOSDAQ","중견기업부","9690","160","1.68","9550","9730","9460","33611","322547930","154846200000","15980000"
"102120","어보브반도체","KOSDAQ","우량기업부","17700","0","0.00","17850","18250","17400","848684","15077681250","309035858100","17459653"
"238120","얼라인드","KOSDAQ","기술성장기업부","9900","50","0.51","9900","10000","9700","109966","1081184530","71175535200","7189448"
"224810","엄지하우스","KONEX","일반기업부","4185","-85","-1.99","4225","4250","4185","5597","23530610","17577000000","4200000"
"019990","에너토크","KOSDAQ","중견기업부","4215","80","1.93","4170","4220","4045","64645","267381435","41121910920","9756088"
"011090","에넥스","KOSPI",,"1205","15","1.26","1185","1250","1180","2782302","3408174940","72289927405","59991641"
"041440","에버다임","KOSDAQ","우량기업부","4300","55","1.30","4245","4305","4210","28797","123029315","77038559200","17915944"
"270660","에브리봇","KONEX","일반기업부","98800","5800","6.24","95000","100100","93000","2574","244002100","110989944000","1123380"
"038680","에스넷","KOSDAQ","우량기업부","7000","80","1.16","6870","7070","6870","172707","1208203200","112526505000","16075215"
"217480","에스디생명공학","KOSDAQ","중견기업부","4745","215","4.75","4580","4790","4535","128751","604329900","106359488170","22415066"
"121890","에스디시스템","KOSDAQ","투자주의환기종목(소속부없음)","739","0","0.00","0","0","0","0","0","7101198800","9609200"
"097780","에스맥","KOSDAQ","중견기업부","1795","-20","-1.10","1820","1825","1790","6343779","11417031950","468756355590","261145602"
"042110","에스씨디","KOSDAQ","우량기업부","1680","40","2.44","1640","1685","1640","920716","1533046605","81193667520","48329564"
"298060","에스씨엠생명과학","KOSDAQ","기술성장기업부","49350","300","0.61","49100","50900","48300","907921","45034241900","586012250250","11874615"
"065420","에스아이리소스","KOSDAQ","투자주의환기종목(소속부없음)","639","0","0.00","0","0","0","0","0","42391307925","66340075"
"270210","에스알바이오텍","KONEX","일반기업부","7600","0","0.00","0","0","0","0","0","6131740800","806808"
"103230","에스앤더블류","KOSDAQ","관리종목(소속부없음)","3100","80","2.65","3035","3165","2950","131486","406306715","22320000000","7200000"
"260970","에스앤디","KONEX","일반기업부","300000","0","0.00","300000","300000","300000","2","600000","91092600000","303642"
"900080","에스앤씨엔진그룹","KOSDAQ","투자주의환기종목(소속부없음)","197","0","0.00","0","0","0","0","0","24380639821","123759593"
"101490","에스앤에스텍","KOSDAQ","우량기업부","43500","1550","3.69","41750","43550","41000","713950","30354972100","933137944500","21451447"
"095910","에스에너지","KOSDAQ","중견기업부","7920","150","1.93","7750","7930","7750","186598","1470477250","116758081440","14742182"
"275630","에스에스알","KOSDAQ","벤처기업부","6240","280","4.70","6100","6330","6050","230498","1423510080","37003437120","5930038"
"031330","에스에이엠티","KOSDAQ","우량기업부","2420","-25","-1.02","2455","2455","2405","1186779","2875602440","241988062140","99995067"
"060540","에스에이티","KOSDAQ","중견기업부","2550","0","0.00","2550","2575","2510","363245","924331110","66639930300","26133306"
"158300","에스에이티이엔지","KONEX","일반기업부","9990","-360","-3.48","9000","9990","8800","1347","11992980","33030286650","3306335"
"056190","에스에프에이","KOSDAQ","우량기업부","38600","150","0.39","38500","38800","37950","210005","8065818400","1386078136000","35908760"
"080000","에스엔유","KOSDAQ","우량기업부","3930","75","1.95","3900","3935","3850","180571","705542870","134888879100","34322870"
"086460","에스엔피제네틱스","KONEX","일반기업부","4405","-585","-11.72","4245","4990","4245","2162","9627455","8034059250","1823850"
"005850","에스엘","KOSPI",,"16250","50","0.31","16300","16350","16000","163489","2644302100","783303251250","48203277"
"246250","에스엘에스바이오","KONEX","일반기업부","11300","-700","-5.83","12000","12450","11300","72970","848632650","77298813900","6840603"
"041510","에스엠","KOSDAQ","우량기업부","29750","300","1.02","29250","30000","29250","275269","8205513200","697711904750","23452501"
"299670","에스엠비나","KONEX","일반기업부","2520","-255","-9.19","2575","2635","2500","35198","88476845","13734000000","5450000"
"007820","에스엠코어","KOSDAQ","벤처기업부","7320","30","0.41","7290","7350","7260","144283","1053803930","146648484720","20033946"
"109610","에스와이","KOSDAQ","중견기업부","4570","-45","-0.98","4580","4670","4490","1504523","6892285220","211962339920","46381256"
"012750","에스원","KOSPI",,"85000","0","0.00","85300","85400","84400","69149","5869650900","3229930130000","37999178"
"306040","에스제이그룹","KOSDAQ","벤처기업부","15700","0","0.00","15600","15750","15550","56081","878366650","154893499600","9865828"
"080440","에스제이케이","KOSDAQ","투자주의환기종목(소속부없음)","498","0","0.00","0","0","0","0","0","6636328080","13325960"
"217910","에스제이켐","KONEX","크라우드펀딩기업부","319","29","10.00","291","330","255","407","115526","4143976518","12990522"
"224020","에스케이씨에스","KONEX","일반기업부","680","80","13.33","680","680","680","430","292400","1836000000","2700000"
"096630","에스코넥","KOSDAQ","우량기업부","1945","60","3.18","1915","1960","1885","746782","1445521760","126941833180","65265724"
"069510","에스텍","KOSDAQ","우량기업부","11300","-250","-2.16","11400","11900","11150","381293","4385135450","123283000000","10910000"
"041910","에스텍파마","KOSDAQ","벤처기업부","12650","50","0.40","12600","12900","12450","128288","1625605050","150513026950","11898263"
"234300","에스트래픽","KOSDAQ","중견기업부","4800","80","1.69","4720","4820","4690","152492","728806605","99965568000","20826160"
"039440","에스티아이","KOSDAQ","우량기업부","18100","-350","-1.90","18400","18400","17950","425763","7745643600","286523000000","15830000"
"098660","에스티오","KOSDAQ","중견기업부","2155","40","1.89","2115","2185","2065","131708","279551355","26939603280","12500976"
"052020","에스티큐브","KOSDAQ","중견기업부","10200","100","0.99","10050","10200","9860","457275","4599266790","309927091800","30385009"
"237690","에스티팜","KOSDAQ","우량기업부","103800","2600","2.57","104000","106400","100500","587184","60845795100","1936492800000","18656000"
"050760","에스폴리텍","KOSDAQ","중견기업부","5750","100","1.77","5650","5760","5600","116661","665620670","93924398500","16334678"
"288620","에스퓨얼셀","KOSDAQ","벤처기업부","37300","200","0.54","38450","38450","37250","78203","2936278600","214262986800","5744316"
"317830","에스피시스템스","KOSDAQ","벤처기업부","6200","80","1.31","6280","6280","6100","55237","342514940","50503340000","8145700"
"058610","에스피지","KOSDAQ","우량기업부","8310","300","3.75","8010","8460","7980","718240","5968800390","173487662250","20876975"
"043340","에쎈테크","KOSDAQ","중견기업부","1165","30","2.64","1130","1205","1130","655118","771529425","83880000000","72000000"
"023960","에쓰씨엔지니어링","KOSPI",,"6400","300","4.92","6070","6460","5900","758166","4707573820","160106156800","25016587"
"298690","에어부산","KOSPI",,"3275","35","1.08","3245","3275","3165","1257078","4063344860","268779250000","82070000"
"054630","에이디칩스","KOSDAQ","벤처기업부","977","32","3.39","936","994","936","1531898","1499554704","50772986112","51968256"
"200710","에이디테크놀로지","KOSDAQ","우량기업부","30450","1950","6.84","29100","30650","29100","1127321","33928125200","404211509100","13274598"
"096690","에이루트","KOSDAQ","벤처기업부","5810","80","1.40","5730","6120","5720","191809","1134618040","71726489310","12345351"
"140910","에이리츠","KOSPI",,"6860","-150","-2.14","7060","7100","6670","94241","645566000","26018436500","3792775"
"078520","에이블씨엔씨","KOSPI",,"7400","120","1.65","7280","7430","7260","35030","258662530","200047596600","27033459"
"298380","에이비엘바이오","KOSDAQ","기술성장기업부","31100","-400","-1.27","31400","31750","30900","842929","26316244550","1438257597500","46246225"
"203400","에이비온","KONEX","일반기업부","6890","20","0.29","6900","6960","6670","12686","87065720","86373453400","12536060"
"195990","에이비프로바이오","KOSDAQ","중견기업부","1835","5","0.27","1885","1925","1810","25482191","47168118205","461446686640","251469584"
"003800","에이스침대","KOSDAQ","우량기업부","38100","-250","-0.65","38550","39250","38000","7778","298027950","422529000000","11090000"
