iter	RMSE
915	4.914395713
916	4.914151565
917	4.914021288
918	4.913869604
919	4.913523172
920	4.913378212
921	4.913026581
922	4.912920101
923	4.912796048
924	4.91267421
925	4.912547303
926	4.912495796
927	4.912316777
928	4.91226095
929	4.912088018
930	4.911930915
931	4.911886435
932	4.911750003
933	4.911685042
934	4.911581654
935	4.911355158
936	4.911321064
937	4.911040363
938	4.910917875
939	4.910891949
940	4.910573985
941	4.910458375
942	4.910336291
943	4.910258745
944	4.910191368
945	4.910074662
946	4.909859783
947	4.909793394
948	4.909473934
949	4.909357184
950	4.909280827
951	4.909232214
952	4.909086103
953	4.908971424
954	4.908756716
955	4.908709995
956	4.908616814
957	4.908592479
958	4.908424832
959	4.908294681
960	4.908123075
961	4.907955635
962	4.907821409
963	4.907712916
964	4.907555105
965	4.907381669
966	4.907177935
967	4.907068674
968	4.906950769
969	4.906657297
970	4.906476349
971	4.906410971
972	4.906273917
973	4.906154583
974	4.906069795
975	4.905958184
976	4.905916111
977	4.905814797
978	4.905558226
979	4.905490588
980	4.90539336
981	4.905334371
982	4.905239261
983	4.905182717
984	4.90508943
985	4.905042099
986	4.904927511
987	4.904834737
988	4.904775905
989	4.90436947
990	4.904264434
991	4.90417757
992	4.904024653
993	4.903934998
994	4.903723697
995	4.90349152
996	4.903466479
997	4.903366772
998	4.903267282
999	4.903157303
